REGIAO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAUDE;QUANTIDADE;DATA DE SOLICITACAO;STATUS;DATA DE ENTREGA
NORTE;ACRE;SMS;RIO BRANCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;15000,0;;ENTREGA REALIZADA;2020/08/07 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
NORDESTE;ALAGOAS;SMS;MACEIO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
NORDESTE;ALAGOAS;SMS;MACEIO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
NORDESTE;ALAGOAS;SAUDE INDIGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/04/17 00:00:00.000
NORDESTE;ALAGOAS;SAUDE INDIGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/04/17 00:00:00.000
NORDESTE;ALAGOAS;SAUDE INDIGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;ALAGOAS;SMS;MACEIO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/04/14 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;ALAGOAS;SMS;MACEIO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;30000,0;;ENTREGA REALIZADA;2020/07/20 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2500,0;;ENTREGA REALIZADA;2020/03/30 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;24000,0;;ENTREGA REALIZADA;2020/05/05 00:00:00.000
NORDESTE;ALAGOAS;SES;ALAGOAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;380500,0;;ENTREGA REALIZADA;2020/06/05 00:00:00.000
NORTE;AMAPA;SAUDE INDIGENA;DSEI AMAPA E NORTE DO PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
NORTE;AMAPA;SAUDE INDIGENA;DSEI AMAPA E NORTE DO PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/07/10 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/07/10 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7000,0;;ENTREGA REALIZADA;2020/05/01 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
NORTE;AMAPA;SMS;MACAPA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;200,0;;ENTREGA REALIZADA;2020/07/10 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;700,0;;ENTREGA REALIZADA;2020/07/10 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;350,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;420,0;;ENTREGA REALIZADA;2020/03/27 00:00:00.000
NORTE;AMAPA;SES;AMAPA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/08/13 00:00:00.000
NORTE;AMAPA;SES;AMAPA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2000,0;;ENTREGA REALIZADA;2020/03/31 00:00:00.000
NORTE;AMAPA;SES;AMAPA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
NORTE;AMAPA;SES;AMAPA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;25000,0;;ENTREGA REALIZADA;2020/05/20 00:00:00.000
NORTE;AMAPA;SES;AMAPA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;73500,0;;ENTREGA REALIZADA;2020/06/10 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/03 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/03 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3560,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MEDIO RIO SOLIMOES;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4500,0;;ENTREGA REALIZADA;2020/07/06 00:00:00.000
NORTE;AMAZONAS;SAUDE INDIGENA;DSEI MEDIO RIO SOLIMOES;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/07/06 00:00:00.000
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/07/01 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12000,0;;ENTREGA REALIZADA;2020/02/04 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/02/06 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60000,0;;ENTREGA REALIZADA;2020/04/28 00:00:00.000
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;70000,0;;ENTREGA REALIZADA;2020/04/30 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/02/25 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/04/03 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/04/03 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;36500,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40000,0;;ENTREGA REALIZADA;2020/08/05 00:00:00.000
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/07/31 00:00:00.000
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/07/31 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;11000,0;;ENTREGA REALIZADA;2020/03/31 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;50000,0;;ENTREGA REALIZADA;2020/04/16 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;110000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
NORTE;AMAZONAS;SES;AMAZONAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;200000,0;;ENTREGA REALIZADA;2020/06/04 00:00:00.000
NORTE;AMAZONAS;SMS;MANAUS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10000,0;;ENTREGA REALIZADA;2020/07/28 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8500,0;;ENTREGA REALIZADA;2020/08/04 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;31000,0;;ENTREGA REALIZADA;2020/08/04 00:00:00.000
NORDESTE;BAHIA;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/07/31 00:00:00.000
NORDESTE;BAHIA;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/07/31 00:00:00.000
NORDESTE;BAHIA;SAUDE INDIGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
NORDESTE;BAHIA;SAUDE INDIGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6500,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
NORDESTE;BAHIA;SAUDE INDIGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6500,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;BAHIA;SMS;PORTO SEGURO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
NORDESTE;BAHIA;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/07/02 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;35000,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;23000,0;;ENTREGA REALIZADA;2020/04/06 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/05/13 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4500,0;;ENTREGA REALIZADA;2020/01/24 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10500,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;13000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;14310,0;;ENTREGA REALIZADA;2020/01/24 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20290,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6570,0;;ENTREGA REALIZADA;2020/04/06 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;8000,0;;ENTREGA REALIZADA;2020/05/13 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;17000,0;;ENTREGA REALIZADA;2020/03/30 00:00:00.000
NORDESTE;BAHIA;SES;BAHIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;24000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/08/11 00:00:00.000
NORDESTE;CEARA;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/05 00:00:00.000
NORDESTE;CEARA;SAUDE INDIGENA;DSEI CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SAUDE INDIGENA;DSEI CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/05/06 00:00:00.000
NORDESTE;CEARA;SAUDE INDIGENA;DSEI CEARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/04/15 00:00:00.000
NORDESTE;CEARA;SAUDE INDIGENA;DSEI CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SAUDE INDIGENA;DSEI CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/04/15 00:00:00.000
NORDESTE;CEARA;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;7200,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;8300,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;50000,0;;ENTREGA REALIZADA;2020/07/24 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/01/28 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/02/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/03/05 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28500,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;56500,0;;ENTREGA REALIZADA;2020/04/04 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50000,0;;ENTREGA REALIZADA;2020/04/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/05/13 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/01/28 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;40500,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6200,0;;ENTREGA REALIZADA;2020/01/28 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6000,0;;ENTREGA REALIZADA;2020/02/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/03/05 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5930,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6500,0;;ENTREGA REALIZADA;2020/04/04 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;15500,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/04/26 00:00:00.000
NORDESTE;CEARA;SES;CEARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;60000,0;;ENTREGA REALIZADA;2020/05/07 00:00:00.000
NORDESTE;CEARA;SES;CEARA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40000,0;;ENTREGA REALIZADA;2020/03/28 00:00:00.000
NORDESTE;CEARA;SES;CEARA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;60000,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
NORDESTE;CEARA;SES;CEARA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;202000,0;;ENTREGA REALIZADA;2020/05/02 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;14000,0;;ENTREGA REALIZADA;2020/06/25 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5500,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7500,0;;ENTREGA REALIZADA;2020/02/24 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/04/23 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3500,0;;ENTREGA REALIZADA;2020/02/24 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3020,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4440,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;6000,0;;ENTREGA REALIZADA;2020/04/23 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15500,0;;ENTREGA REALIZADA;2020/08/03 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;32000,0;;ENTREGA REALIZADA;2020/03/29 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;19000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
CENTRO-OESTE;DISTRITO FEDERAL;SES;DISTRITO FEDERAL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;21000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
SUDESTE;ESPIRITO SANTO;SMS;VITORIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;55000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9000,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;21000,0;;ENTREGA REALIZADA;2020/04/02 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2900,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4250,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5750,0;;ENTREGA REALIZADA;2020/04/02 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;VITORIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
SUDESTE;ESPIRITO SANTO;SMS;VITORIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/08/05 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40000,0;;ENTREGA REALIZADA;2020/07/17 00:00:00.000
SUDESTE;ESPIRITO SANTO;SMS;VITORIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;54000,0;;ENTREGA REALIZADA;2020/07/17 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;8000,0;;ENTREGA REALIZADA;2020/03/28 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;14000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
SUDESTE;ESPIRITO SANTO;SES;ESPIRITO SANTO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;56000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/08/03 00:00:00.000
